"Freq [GHz]","dB(S(1,2)) []"
0.1,-0.00718139652166314
0.132222222222222,-0.0121062353514734
0.164444444444444,-0.0182935934447577
0.196666666666667,-0.0256702645480791
0.228888888888889,-0.0341502556810419
0.261111111111111,-0.0436364874126523
0.293333333333333,-0.0540226893676912
0.325555555555556,-0.0651954471238305
0.357777777777778,-0.0770363559746078
0.39,-0.0894242379128135
0.422222222222222,-0.102237380376231
0.454444444444444,-0.115355758470938
0.486666666666667,-0.128663206191138
0.518888888888889,-0.142049506228395
0.551111111111111,-0.155412371969895
0.583333333333333,-0.168659298932116
0.615555555555556,-0.181709265933333
0.647777777777778,-0.194494268621055
0.68,-0.206960669465031
0.712222222222222,-0.219070349016249
0.744444444444444,-0.230801643212862
0.776666666666667,-0.242150050962335
0.808888888888889,-0.253128695394922
0.841111111111111,-0.263768521377955
0.873333333333333,-0.274118211463034
0.905555555555556,-0.284243802795537
0.937777777777778,-0.294227989037841
0.97,-0.304169094406394
1.00222222222222,-0.314126291173907
1.03444444444444,-0.323328431137219
1.06666666666667,-0.332362355054001
1.09888888888889,-0.341267139413115
1.13111111111111,-0.350086717232146
1.16333333333333,-0.358869384299406
1.19555555555556,-0.367667314995894
1.22777777777778,-0.376536095591997
1.26,-0.385534281487889
1.29222222222222,-0.394722983291705
1.32444444444444,-0.404165484935498
1.35666666666667,-0.413926895251497
1.38888888888889,-0.424073832612099
1.42111111111111,-0.43467414042297
1.45333333333333,-0.445796629502042
1.48555555555556,-0.457510841732327
1.51777777777778,-0.469886827901318
1.55,-0.482994931390499
1.58222222222222,-0.496905568411231
1.61444444444444,-0.51168899484877
1.64666666666667,-0.527415049519162
1.67888888888889,-0.544152863801329
1.71111111111111,-0.561970528203418
1.74333333333333,-0.580934707471949
1.77555555555556,-0.601110197351536
1.80777777777778,-0.622559418033812
1.84,-0.64534184165985
1.87222222222222,-0.669513353905742
1.90444444444444,-0.695125552613157
1.93666666666667,-0.722224989533886
1.96888888888889,-0.750852364433133
2.00111111111111,-0.781041683921793
2.03333333333333,-0.812819400333842
2.06555555555556,-0.846203548602252
2.09777777777778,-0.881202901286749
2.13,-0.917816163552745
2.16222222222222,-0.956031230894147
2.19444444444444,-0.995824532658469
2.22666666666667,-1.03716048392826
2.25888888888889,-1.07999106703025
2.29111111111111,-1.12425556191444
2.32333333333333,-1.16988044193763
2.35555555555556,-1.21677944830586
2.38777777777778,-1.2648538527124
2.42,-1.31399291371097
2.45222222222222,-1.3640745282584
2.48444444444444,-1.41496607582138
2.51666666666667,-1.46652544863387
2.54888888888889,-1.51860225826031
2.58111111111111,-1.57103920568775
2.61333333333333,-1.6236735998197
2.64555555555556,-1.67633900752745
2.67777777777778,-1.72886701733714
2.71,-1.78108909836685
2.74222222222222,-1.832838536213
2.77444444444444,-1.88395242802928
2.80666666666667,-1.93427371992919
2.83888888888889,-1.98365327094661
2.87111111111111,-2.03195192896846
2.90333333333333,-2.07904260516907
2.93555555555556,-2.12481233439025
2.96777777777778,-2.1691643094937
3,-2.21201987784508
