"Freq [GHz]","mag(S(2,1)) []"
0.1,0.999058003265088
0.102902902902903,0.999045904772864
0.105805805805806,0.999033453323826
0.108708708708709,0.99902064834458
0.111611611611612,0.999007489245761
0.114514514514515,0.998993975422029
0.117417417417417,0.998980106252069
0.12032032032032,0.998965881098584
0.123223223223223,0.998951299308296
0.126126126126126,0.998936360211938
0.129029029029029,0.998921063124253
0.131931931931932,0.998905407343989
0.134834834834835,0.998889392153894
0.137737737737738,0.998873016820714
0.140640640640641,0.998856280595184
0.143543543543544,0.998839182712025
0.146446446446446,0.998821722389939
0.149349349349349,0.998803898831601
0.152252252252252,0.998785711223656
0.155155155155155,0.998767158736708
0.158058058058058,0.998748240525319
0.160960960960961,0.998728955727996
0.163863863863864,0.998709303467185
0.166766766766767,0.998689282849267
0.16966966966967,0.998668892964543
0.172572572572573,0.998648132887232
0.175475475475475,0.998627001675455
0.178378378378378,0.998605498371233
0.181281281281281,0.998583622000469
0.184184184184184,0.998561371572944
0.187087087087087,0.998538746082303
0.18998998998999,0.998515744506044
0.192892892892893,0.998492365805508
0.195795795795796,0.998468608925864
0.198698698698699,0.998444472796097
0.201601601601602,0.998419956328998
0.204504504504505,0.998395058421147
0.207407407407407,0.998369777952898
0.21031031031031,0.998344113788369
0.213213213213213,0.998318064775422
0.216116116116116,0.998291629745651
0.219019019019019,0.998264807514362
0.221921921921922,0.998237596880562
0.224824824824825,0.998209996626935
0.227727727727728,0.99818200551983
0.230630630630631,0.998153622309241
0.233533533533534,0.998124845728786
0.236436436436436,0.99809567449569
0.239339339339339,0.998066107310767
0.242242242242242,0.998036142858394
0.245145145145145,0.998005779806497
0.248048048048048,0.997975016806522
0.250950950950951,0.997943852493422
0.253853853853854,0.997912285485627
0.256756756756757,0.997880314385023
0.25965965965966,0.997847937776931
0.262562562562563,0.99781515423008
0.265465465465465,0.997781962296585
0.268368368368368,0.997748360511918
0.271271271271271,0.997714347394887
0.274174174174174,0.997679921447606
0.277077077077077,0.997645081155472
0.27997997997998,0.997609824987133
0.282882882882883,0.997574151394465
0.285785785785786,0.997538058812542
0.288688688688689,0.997501545659607
0.291591591591592,0.997464610337044
0.294494494494495,0.997427251229347
0.297397397397397,0.99738946670409
0.3003003003003,0.997351255111901
0.303203203203203,0.997312614786425
0.306106106106106,0.997273544044295
0.309009009009009,0.997234041185103
0.311911911911912,0.997194104491363
0.314814814814815,0.997153732228484
0.317717717717718,0.997112922644734
0.320620620620621,0.997071673971207
0.323523523523523,0.997029984421791
0.326426426426427,0.996987852193135
0.329329329329329,0.996945275464612
0.332232232232232,0.996902252398287
0.335135135135135,0.996858781138884
0.338038038038038,0.996814859813748
0.340940940940941,0.996770486532813
0.343843843843844,0.996725659388567
0.346746746746747,0.996680376456014
0.34964964964965,0.996634635792643
0.352552552552553,0.99658843543839
0.355455455455456,0.996541773415606
0.358358358358358,0.996494647729014
0.361261261261261,0.996447056365686
0.364164164164164,0.996398997294995
0.367067067067067,0.99635046846859
0.36996996996997,0.996301467820355
0.372872872872873,0.996251993266378
0.375775775775776,0.996202042704913
0.378678678678679,0.996151614016347
0.381581581581582,0.996100705063167
0.384484484484484,0.996049313689925
0.387387387387387,0.995997437723204
0.39029029029029,0.995945074971587
0.393193193193193,0.995892223225623
0.396096096096096,0.995838880257792
0.398998998998999,0.995785043822481
0.401901901901902,0.995730711655943
0.404804804804805,0.995675881476274
0.407707707707708,0.995620550983382
0.410610610610611,0.995564717858954
0.413513513513514,0.995508379766431
0.416416416416416,0.995451534350981
0.419319319319319,0.995394179239469
0.422222222222222,0.995336312040434
0.425125125125125,0.995277930344063
0.428028028028028,0.995219031722166
0.430930930930931,0.995159613728159
0.433833833833834,0.995099673897034
0.436736736736737,0.995039209745343
0.43963963963964,0.994978218771181
0.442542542542543,0.994916698454163
0.445445445445446,0.994854646255412
0.448348348348348,0.994792059617542
0.451251251251251,0.994728935964643
0.454154154154154,0.994665272702272
0.457057057057057,0.994601067217441
0.45995995995996,0.99453631687861
0.462862862862863,0.994471019035676
0.465765765765766,0.994405171019973
0.468668668668669,0.994338770144264
0.471571571571572,0.994271813702746
0.474474474474475,0.994204298971044
0.477377377377377,0.994136223206218
0.48028028028028,0.994067583646768
0.483183183183183,0.99399837751264
0.486086086086086,0.993928602005236
0.488988988988989,0.993858254307427
0.491891891891892,0.993787331583566
0.494794794794795,0.993715830979509
0.497697697697698,0.993643749622628
0.500600600600601,0.99357108462184
0.503503503503504,0.99349783306763
0.506406406406406,0.993423992032078
0.509309309309309,0.993349558568892
0.512212212212212,0.993274529713439
0.515115115115115,0.993198902482787
0.518018018018018,0.993122673875741
0.520920920920921,0.993045840872892
0.523823823823824,0.992968400436655
0.526726726726727,0.99289034951133
0.52962962962963,0.99281168502315
0.532532532532533,0.992732403880338
0.535435435435435,0.992652502973172
0.538338338338338,0.992571979174049
0.541241241241241,0.992490829337551
0.544144144144144,0.992409050300522
0.547047047047047,0.992326638882142
0.54994994994995,0.99224359188401
0.552852852852853,0.992159906090228
0.555755755755756,0.992075578267492
0.558658658658659,0.991990605165182
0.561561561561562,0.991904983515466
0.564464464464465,0.991818710033402
0.567367367367367,0.991731781417038
0.57027027027027,0.991644194347536
0.573173173173173,0.99155594548928
0.576076076076076,0.991467031490001
0.578978978978979,0.991377448980907
0.581881881881882,0.991287194576809
0.584784784784785,0.991196264876262
0.587687687687688,0.991104656461709
0.590590590590591,0.991012365899623
0.593493493493494,0.990919389740666
0.596396396396396,0.990825724519844
0.599299299299299,0.990731366756673
0.602202202202202,0.990636312955346
0.605105105105105,0.990540559604915
0.608008008008008,0.990444103179461
0.610910910910911,0.990346940138295
0.613813813813814,0.990249066926139
0.616716716716717,0.990150479973334
0.61961961961962,0.990051175696038
0.622522522522523,0.989951150496445
0.625425425425425,0.989850400762996
0.628328328328328,0.989748922870609
0.631231231231231,0.989646713180902
0.634134134134134,0.989543768042438
0.637037037037037,0.989440083790966
0.63993993993994,0.989335656749668
0.642842842842843,0.989230483229417
0.645745745745746,0.989124559529046
0.648648648648649,0.989017881935611
0.651551551551552,0.988910446724671
0.654454454454454,0.988802250160575
0.657357357357357,0.988693288496749
0.66026026026026,0.988583557975997
0.663163163163163,0.988473054830806
0.666066066066066,0.988361775283657
0.668968968968969,0.988249715547345
0.671871871871872,0.988136871825311
0.674774774774775,0.988023240311966
0.677677677677678,0.987908817193044
0.680580580580581,0.987793598645942
0.683483483483484,0.987677580840083
0.686386386386386,0.987560759937276
0.689289289289289,0.987443132092086
0.692192192192192,0.98732469345222
0.695095095095095,0.987205440158904
0.697997997997998,0.987085368347287
0.700900900900901,0.986964474146833
0.703803803803804,0.986842753681736
0.706706706706707,0.986720203071339
0.70960960960961,0.986596818430549
0.712512512512513,0.98647259587028
0.715415415415415,0.986347531497887
0.718318318318318,0.986221621417615
0.721221221221221,0.986094861731055
0.724124124124124,0.985967248537603
0.727027027027027,0.985838777934936
0.72992992992993,0.985709446019488
0.732832832832833,0.985579248886933
0.735735735735736,0.985448182632683
0.738638638638639,0.985316243352387
0.741541541541542,0.985183427142439
0.744444444444444,0.985049730100497
0.747347347347347,0.984915148326001
0.75025025025025,0.984779677920711
0.753153153153153,0.984643314989243
0.756056056056056,0.984506055639611
0.758958958958959,0.984367895983789
0.761861861861862,0.984228832138262
0.764764764764765,0.984088860224603
0.767667667667668,0.983947976370042
0.770570570570571,0.983806176708051
0.773473473473474,0.983663457378932
0.776376376376376,0.983519814530413
0.779279279279279,0.983375244318256
0.782182182182182,0.98322974290686
0.785085085085085,0.983083306469882
0.787987987987988,0.98293593119086
0.790890890890891,0.982787613263842
0.793793793793794,0.982638348894025
0.796696696696697,0.982488134298393
0.7995995995996,0.98233696570637
0.802502502502503,0.982184839360475
0.805405405405406,0.982031751516983
0.808308308308308,0.981877698446589
0.811211211211211,0.981722676435084
0.814114114114114,0.981566681784035
0.817017017017017,0.981409710811464
0.81991991991992,0.981251759852542
0.822822822822823,0.981092825260281
0.825725725725726,0.980932903406232
0.828628628628629,0.980771990681195
0.831531531531532,0.980610083495924
0.834434434434435,0.980447178281841
0.837337337337337,0.980283271491756
0.84024024024024,0.980118359600587
0.843143143143143,0.97995243910609
0.846046046046046,0.979785506529585
0.848948948948949,0.979617558416696
0.851851851851852,0.979448591338083
0.854754754754755,0.979278601890185
0.857657657657658,0.979107586695966
0.860560560560561,0.978935542405659
0.863463463463463,0.978762465697516
0.866366366366366,0.978588353278565
0.869269269269269,0.978413201885356
0.872172172172172,0.978237008284723
0.875075075075075,0.978059769274544
0.877977977977978,0.977881481684496
0.880880880880881,0.977702142376819
0.883783783783784,0.977521748247079
0.886686686686687,0.977340296224928
0.88958958958959,0.977157783274873
0.892492492492493,0.976974206397036
0.895395395395395,0.976789562627921
0.898298298298298,0.976603849041179
0.901201201201201,0.976417062748367
0.904104104104104,0.976229200899719
0.907007007007007,0.976040260684904
0.90990990990991,0.97585023933379
0.912812812812813,0.975659134117197
0.915715715715716,0.975466942347669
0.918618618618619,0.975273661380216
0.921521521521522,0.975079288613078
0.924424424424425,0.974883821488473
0.927327327327327,0.974687257493346
0.93023023023023,0.974489594160115
0.933133133133133,0.974290829067415
0.936036036036036,0.974090959840835
0.938938938938939,0.973889984153656
0.941841841841842,0.973687899727577
0.944744744744745,0.973484704333446
0.947647647647648,0.973280395791978
0.950550550550551,0.973074971974475
0.953453453453454,0.972868430803535
0.956356356356356,0.972660770253756
0.959259259259259,0.97245198835244
0.962162162162162,0.972242083180282
0.965065065065065,0.972031052872057
0.967967967967968,0.971818895617303
0.970870870870871,0.971605609660993
0.973773773773774,0.971391193304196
0.976676676676677,0.97117564490474
0.97957957957958,0.970958962877859
0.982482482482483,0.970741145696835
0.985385385385385,0.97052219189363
0.988288288288288,0.970302100059512
0.991191191191191,0.970080868845668
0.994094094094094,0.969858496963808
0.996996996996997,0.969634983186763
0.9998998998999,0.96941032634907
1.0028028028028,0.969191914301141
1.00570570570571,0.968972906068338
1.00860860860861,0.968753047895957
1.01151151151151,0.968532345067704
1.01441441441441,0.968310802945517
1.01731731731732,0.968088426969271
1.02022022022022,0.967865222656467
1.02312312312312,0.967641195601908
1.02602602602603,0.967416351477376
1.02892892892893,0.967190696031284
1.03183183183183,0.966964235088331
1.03473473473473,0.966736974549138
1.03763763763764,0.966508920389878
1.04054054054054,0.966280078661894
1.04344344344344,0.966050455491311
1.04634634634635,0.965820057078631
1.04924924924925,0.965588889698328
1.05215215215215,0.965356959698423
1.05505505505506,0.965124273500056
1.05795795795796,0.964890837597044
1.06086086086086,0.964656658555439
1.06376376376376,0.964421743013057
1.06666666666667,0.964186097679022
1.06956956956957,0.963949729333282
