Freq [Hz];mag(S(2,1)) [];;;;;
2,19E+08;0.75712388287756;;;;;
2,20E+08;0.756518952735261;;;;;
2,21E+08;0.755912902035792;;;;;
2,22E+08;0.755305745797353;;;;;
2,23E+08;0.754697498986494;;;;;
2,24E+08;0.754088176517561;;;;;
2,25E+08;0.753477793252157;;;;;
2,26E+08;0.752866363998603;;;;;
2,27E+08;0.752253903511423;;;;;
2,28E+08;0.751640426490831;;;;;
2,29E+08;0.751025947582225;;;;;
2,30E+08;0.750410481375701;;;;;
2,31E+08;0.749794042405573;;;;;
2,32E+08;0.749176645149896;;;;;
2,33E+08;0.748558304030014;;;;;
2,34E+08;0.747939033410102;;;;;
2,35E+08;0.747318847596731;;;;;
2,36E+08;0.746697760838435;;;;;
2,37E+08;0.746075787325292;;;;;
2,38E+08;0.74545294118851;;;;;
2,39E+08;0.74482923650003;;;;;
2,40E+08;0.744204687272134;;;;;
2,41E+08;0.743579307457061;;;;;
2,42E+08;0.742953110946637;;;;;
2,43E+08;0.742326111571912;;;;;
2,44E+08;0.741698323102808;;;;;
2,45E+08;0.741069759247775;;;;;
2,46E+08;0.740440433653454;;;;;
2,47E+08;0.739810359904358;;;;;
2,48E+08;0.739179551522549;;;;;
2,49E+08;0.738548021967339;;;;;
2,50E+08;0.737915784634985;;;;;
2,51E+08;0.737282852858407;;;;;
2,52E+08;0.736649239906903;;;;;
2,53E+08;0.736014958985883;;;;;
2,54E+08;0.735380023236602;;;;;
2,55E+08;0.734744445735912;;;;;
2,56E+08;0.734108239496014;;;;;
2,57E+08;0.733471417464223;;;;;
2,58E+08;0.732833992522739;;;;;
2,59E+08;0.73219597748843;;;;;
2,60E+08;0.731557385112621;;;;;
2,61E+08;0.730918228080891;;;;;
2,62E+08;0.730278519012878;;;;;
2,63E+08;0.729638270462094;;;;;
2,64E+08;0.728997494915745;;;;;
2,65E+08;0.728356204794562;;;;;
2,66E+08;0.727714412452643;;;;;
2,67E+08;0.727072130177289;;;;;
2,68E+08;0.726429370188866;;;;;0
2,69E+08;0.725786144640663;;;;;0
2,70E+08;0.725142465618757;;;;;
2,71E+08;0.724498345141896;;;;;
2,72E+08;0.723853795161376;;;;;
2,73E+08;0.723208827560937;;;;;
2,74E+08;0.722563454156657;;;;;
2,75E+08;0.721917686696857;;;;;
2,76E+08;0.721271536862021;;;;;
2,77E+08;0.720625016264704;;;;;
2,78E+08;0.719978136449466;;;;;
2,79E+08;0.719330908892804;;;;;
2,80E+08;0.718683345003092;;;;;
2,81E+08;0.718035456120524;;;;;
2,82E+08;0.717387253517073;;;;;
2,83E+08;0.716738748396447;;;;;
2,84E+08;0.716089951894059;;;;;
2,85E+08;0.715440875076995;;;;;
2,86E+08;0.714791528943997;;;;;
2,87E+08;0.714141924425447;;;;;
2,88E+08;0.713492072383358;;;;;
2,89E+08;0.712841983611374;;;;;
2,90E+08;0.712191668834771;;;;;
2,91E+08;0.711541138710466;;;;;
2,92E+08;0.710890403827035;;;;;
2,93E+08;0.710239474704734;;;;;
2,94E+08;0.709588361795524;;;;;
2,95E+08;0.708937075483103;;;;;
2,96E+08;0.708285626082949;;;;;
2,97E+08;0.707634023842356;;;;;
2,98E+08;0.706982278940487;;;;;
2,99E+08;0.706330401488432;;;;;
3,00E+08;0.705678401529258;;;;;
3,01E+08;0.705026289038081;;;;;
3,02E+08;0.704374073922134;;;;;
3,03E+08;0.70372176602084;;;;;
3,04E+08;0.703069375105892;;;;;
3,05E+08;0.70241691088134;;;;;
3,06E+08;0.701764382983676;;;;;
3,07E+08;0.701111800981931;;;;;
3,08E+08;0.700459174377772;;;;;
3,09E+08;0.699806512605606;;;;;
3,10E+08;0.699153825032685;;;;;
3,11E+08;0.698501120959224;;;;;
3,12E+08;0.697848409618509;;;;;
3,13E+08;0.697195700177026;;;;;
3,14E+08;0.696543001734577;;;;;
3,15E+08;0.695890323324417;;;;;
3,16E+08;0.695237673913381;;;;;
3,17E+08;0.694585062402025;;;;;
3,18E+08;0.693932497624765;;;;;
3,19E+08;0.69327998835002;;;;;
3,20E+08;0.692627543280364;;;;;
3,21E+08;0.691975171052675;;;;;
3,22E+08;0.691322880238293;;;;;
3,23E+08;0.690670679343177;;;;;
3,24E+08;0.690018576808071;;;;;
3,25E+08;0.689366581008666;;;;;
3,26E+08;0.688714700255776;;;;;
3,27E+08;0.688062942795504;;;;;
3,28E+08;0.687411316809421;;;;;
3,29E+08;0.686759830414748;;;;;
3,30E+08;0.686108491664534;;;;;
3,31E+08;0.685457308547845;;;;;
3,32E+08;0.684806288989952;;;;;
3,33E+08;0.684155440852519;;;;;
3,34E+08;0.683504771933801;;;;;
3,35E+08;0.682854289968842;;;;;
3,36E+08;0.682204002629671;;;;;
3,37E+08;0.681553917525505;;;;;
3,38E+08;0.680904042202959;;;;;
3,39E+08;0.680254384146248;;;;;
3,40E+08;0.6796049507774;;;;;
3,41E+08;0.678955749456467;;;;;
3,42E+08;0.678306787481743;;;;;
3,43E+08;0.677658072089978;;;;;
3,44E+08;0.6770096104566;;;;;
3,45E+08;0.676361409695935;;;;;
3,46E+08;0.675713476861432;;;;;
3,47E+08;0.67506581894589;;;;;
3,48E+08;0.674418442881684;;;;;
3,49E+08;0.673771355540997;;;;;
3,50E+08;0.673124563736052;;;;;
3,51E+08;0.672478074219344;;;;;
3,52E+08;0.671831893683878;;;;;
3,53E+08;0.671186028763407;;;;;
3,54E+08;0.670540486032667;;;;;
3,55E+08;0.669895272007625;;;;;
3,56E+08;0.669250393145715;;;;;
3,57E+08;0.668605855846088;;;;;
3,58E+08;0.667961666449853;;;;;
3,59E+08;0.667317831240327;;;;;
3,60E+08;0.666674356443284;;;;;
3,61E+08;0.666031248227202;;;;;
3,62E+08;0.665388512703518;;;;;
3,63E+08;0.664746155926881;;;;;
3,64E+08;0.664104183895402;;;;;
3,65E+08;0.663462602550914;;;;;
3,66E+08;0.662821417779225;;;;;
3,67E+08;0.662180635410376;;;;;
3,68E+08;0.661540261218904;;;;;
3,69E+08;0.660900300924094;;;;;
3,70E+08;0.660260760190247;;;;;
3,71E+08;0.659621644626937;;;;;
3,72E+08;0.658982959789275;;;;;
3,73E+08;0.658344711178173;;;;;
3,74E+08;0.657706904240608;;;;;
3,75E+08;0.657069544369887;;;;;
3,76E+08;0.656432636905911;;;;;
3,77E+08;0.655796187135445;;;;;
3,78E+08;0.655160200292382;;;;;
3,79E+08;0.654524681558015;;;;;
3,80E+08;0.653889636061298;;;;;
3,81E+08;0.653255068879125;;;;;
3,82E+08;0.65262098503659;;;;;
3,83E+08;0.651987389507264;;;;;
3,84E+08;0.651354287213462;;;;;
3,85E+08;0.650721683026514;;;;;
3,86E+08;0.65008958176704;;;;;
3,87E+08;0.649457988205216;;;;;
3,88E+08;0.64882690706105;;;;;
3,89E+08;0.648196343004653;;;;;
3,90E+08;0.647566300656514;;;;;
3,91E+08;0.646936784587766;;;;;
3,92E+08;0.64630779932047;;;;;
3,93E+08;0.645679349327877;;;;;
3,94E+08;0.645051439034708;;;;;
3,95E+08;0.644424072817427;;;;;
3,96E+08;0.643797255004511;;;;;
3,97E+08;0.643170989876728;;;;;
3,98E+08;0.642545281667408;;;;;
3,99E+08;0.641920134562717;;;;;
4,00E+08;0.641295552701932;;;;;
4,01E+08;0.64067154017771;;;;;
4,02E+08;0.640048101036368;;;;;
4,03E+08;0.639425239278154;;;;;
4,04E+08;0.638802958857516;;;;;
4,05E+08;0.638181263683382;;;;;
4,06E+08;0.637560157619426;;;;;
4,07E+08;0.636939644484347;;;;;
4,08E+08;0.636319728052137;;;;;
4,09E+08;0.635700412052354;;;;;
4,10E+08;0.635081700170399;;;;;
4,11E+08;0.634463596047777;;;;;
4,12E+08;0.63384610328238;;;;;
4,13E+08;0.633229225428749;;;;;
4,14E+08;0.63261296599835;;;;;
4,15E+08;0.631997328459842;;;;;
4,16E+08;0.631382316239347;;;;;
4,17E+08;0.630767932720721;;;;;
4,18E+08;0.630154181245819;;;;;
4,19E+08;0.629541065114768;;;;;
4,20E+08;0.628928587586233;;;;;
4,21E+08;0.628316751877685;;;;;
4,22E+08;0.627705561165665;;;;;
4,23E+08;0.627095018586055;;;;;
4,24E+08;0.626485127234343;;;;;
4,25E+08;0.625875890165886;;;;;
4,26E+08;0.625267310396175;;;;;
4,27E+08;0.624659390901101;;;;;
4,28E+08;0.624052134617218;;;;;
4,29E+08;0.623445544442006;;;;;
4,30E+08;0.622839623234132;;;;;
4,31E+08;0.622234373813711;;;;;
4,32E+08;0.62162979896257;;;;;
4,33E+08;0.621025901424507;;;;;
4,34E+08;0.620422683905546;;;;;
4,35E+08;0.619820149074206;;;;;
4,36E+08;0.619218299561746;;;;;
4,37E+08;0.618617137962433;;;;;
4,38E+08;0.618016666833793;;;;;
4,39E+08;0.617416888696868;;;;;
4,40E+08;0.616817806036472;;;;;
4,41E+08;0.616219421301443;;;;;
4,42E+08;0.615621736904898;;;;;
4,43E+08;0.615024755224486;;;;;
4,44E+08;0.614428478602638;;;;;
4,45E+08;0.613832909346817;;;;;
4,46E+08;0.613238049729773;;;;;
4,47E+08;0.612643901989786;;;;;
4,48E+08;0.612050468330917;;;;;
4,49E+08;0.611457750923258;;;;;
4,50E+08;0.610865751903172;;;;;
4,51E+08;0.610274473373545;;;;;
4,52E+08;0.609683917404027;;;;;
4,53E+08;0.609094086031278;;;;;
4,54E+08;0.608504981259207;;;;;
4,55E+08;0.607916605059218;;;;;
4,56E+08;0.607328959370451;;;;;
4,57E+08;0.606742046100018;;;;;
4,58E+08;0.606155867123244;;;;;
4,59E+08;0.605570424283908;;;;;
4,60E+08;0.604985719394476;;;;;
4,61E+08;0.604401754236338;;;;;
4,62E+08;0.603818530560046;;;;;
4,63E+08;0.603236050085543;;;;;
4,64E+08;0.602654314502403;;;;;
4,65E+08;0.602073325470054;;;;;
4,66E+08;0.601493084618019;;;;;
4,67E+08;0.600913593546139;;;;;
4,68E+08;0.600334853824805;;;;;
4,69E+08;0.599756866995186;;;;;
4,70E+08;0.599179634569455;;;;;
4,71E+08;0.598603158031017;;;;;
4,72E+08;0.598027438834731;;;;;
4,73E+08;0.597452478407135;;;;;
4,74E+08;0.596878278146673;;;;;
4,75E+08;0.596304839423909;;;;;
4,76E+08;0.595732163581755;;;;;
4,77E+08;0.595160251935685;;;;;
4,78E+08;0.59458910577396;;;;;
4,79E+08;0.594018726357839;;;;;
4,80E+08;0.5934491149218;;;;;
4,81E+08;0.592880272673754;;;;;
4,82E+08;0.592312200795258;;;;;
4,83E+08;0.591744900441732;;;;;
4,84E+08;0.591178372742667;;;;;
4,85E+08;0.59061261880184;;;;;
4,86E+08;0.59004763969752;;;;;
4,87E+08;0.589483436482681;;;;;
4,88E+08;0.588920010185208;;;;;
4,89E+08;0.588357361808102;;;;;
4,90E+08;0.587795492329691;;;;;
4,91E+08;0.58723440270383;;;;;
4,92E+08;0.586674093860104;;;;;
4,93E+08;0.586114566704036;;;;;
4,94E+08;0.585555822117283;;;;;
4,95E+08;0.584997860957838;;;;;
4,96E+08;0.584440684060229;;;;;
4,97E+08;0.583884292235719;;;;;
4,98E+08;0.583328686272501;;;;;
4,99E+08;0.582773866935895;;;;;
5,00E+08;0.582219834968541;;;;;
5,01E+08;0.581666591090595;;;;;
5,02E+08;0.581114135999921;;;;;
5,03E+08;0.580562470372282;;;;;
5,04E+08;0.580011594861531;;;;;
5,05E+08;0.5794615100998;;;;;
5,06E+08;0.578912216697689;;;;;
5,07E+08;0.578363715244453;;;;;
5,08E+08;0.577816006308187;;;;;
5,09E+08;0.577269090436012;;;;;
5,10E+08;0.57672296815426;;;;;
5,11E+08;0.576177639968654;;;;;
5,12E+08;0.575633106364494;;;;;
5,13E+08;0.575089367806834;;;;;
5,14E+08;0.574546424740663;;;;;
5,15E+08;0.574004277591082;;;;;
5,16E+08;0.573462926763485;;;;;
5,17E+08;0.572922372643732;;;;;
5,18E+08;0.572382615598328;;;;;
5,19E+08;0.571843655974591;;;;;
5,20E+08;0.571305494100832;;;;;
5,21E+08;0.570768130286523;;;;;
5,22E+08;0.570231564822471;;;;;
5,23E+08;0.569695797980982;;;;;
5,24E+08;0.56916083001604;;;;;
5,25E+08;0.568626661163464;;;;;
5,26E+08;0.568093291641081;;;;;
5,27E+08;0.567560721648892;;;;;
5,28E+08;0.567028951369235;;;;;
5,29E+08;0.566497980966947;;;;;
5,30E+08;0.565967810589531;;;;;
5,31E+08;0.565438440367313;;;;;
5,32E+08;0.564909870413605;;;;;
5,33E+08;0.564382100824865;;;;;
5,34E+08;0.563855131680853;;;;;
5,35E+08;0.563328963044792;;;;;
5,36E+08;0.562803594963519;;;;;
5,37E+08;0.562279027467647;;;;;
5,38E+08;0.561755260571714;;;;;
5,39E+08;0.56123229427434;;;;;
5,40E+08;0.560710128558374;;;;;
5,41E+08;0.560188763391053;;;;;
5,42E+08;0.559668198724146;;;;;
5,43E+08;0.559148434494105;;;;;
5,44E+08;0.558629470622216;;;;;
5,45E+08;0.55811130701474;;;;;
5,46E+08;0.557593943563067;;;;;
5,47E+08;0.557077380143856;;;;;
5,48E+08;0.55656161661918;;;;;
5,49E+08;0.556046652836672;;;;;
5,50E+08;0.555532488629662;;;;;
5,51E+08;0.555019123817325;;;;;
5,52E+08;0.554506558204818;;;;;
5,53E+08;0.553994791583416;;;;;
5,54E+08;0.553483823730657;;;;;
5,55E+08;0.552973654410477;;;;;
5,56E+08;0.552464283373344;;;;;
5,57E+08;0.551955710356394;;;;;
5,58E+08;0.551447935083571;;;;;
5,59E+08;0.550940957265754;;;;;
5,60E+08;0.550434776600893;;;;;
5,61E+08;0.549929392774141;;;;;
5,62E+08;0.549424805457981;;;;;
5,63E+08;0.548921014312363;;;;;
5,64E+08;0.548418018984826;;;;;
5,65E+08;0.54791581911063;;;;;
5,66E+08;0.547414414312881;;;;;
5,67E+08;0.546913804202661;;;;;
5,68E+08;0.546413988379148;;;;;
5,69E+08;0.545914966429743;;;;;
5,70E+08;0.545416737930194;;;;;
5,71E+08;0.544919302444719;;;;;
5,72E+08;0.544422659526127;;;;;
5,73E+08;0.543926808715935;;;;;
5,74E+08;0.543431749544496;;;;;
5,75E+08;0.542937481531112;;;;;
5,76E+08;0.542444004184152;;;;;
5,77E+08;0.541951317001173;;;;;
5,78E+08;0.541459419469035;;;;;
5,79E+08;0.540968311064014;;;;;
5,80E+08;0.54047799125192;;;;;
5,81E+08;0.539988459488209;;;;;
5,82E+08;0.539499715218097;;;;;
5,83E+08;0.539011757876672;;;;;
5,84E+08;0.538524586889005;;;;;
5,85E+08;0.538038201670259;;;;;
5,86E+08;0.537552601625803;;;;;
5,87E+08;0.537067786151315;;;;;
5,88E+08;0.536583754632895;;;;;
5,89E+08;0.536100506447169;;;;;
5,90E+08;0.535618040961398;;;;;
5,91E+08;0.535136357533579;;;;;
5,92E+08;0.534655455512556;;;;;
5,93E+08;0.534175334238118;;;;;
5,94E+08;0.533695993041106;;;;;
5,95E+08;0.533217431243516;;;;;
5,96E+08;0.532739648158593;;;;;
5,97E+08;0.532262643090945;;;;;
5,98E+08;0.531786415336628;;;;;
5,99E+08;0.531310964183257;;;;;
6,00E+08;0.530836288910099;;;;;
6,01E+08;0.530362388788171;;;;;
6,02E+08;0.529889263080338;;;;;
6,03E+08;0.529416911041409;;;;;
6,04E+08;0.52894533191823;;;;;
6,05E+08;0.528474524949783;;;;;
6,06E+08;0.528004489367276;;;;;
6,07E+08;0.527535224394239;;;;;
6,08E+08;0.527066729246614;;;;;
6,09E+08;0.526599003132847;;;;;
6,10E+08;0.526132045253981;;;;;
6,11E+08;0.525665854803744;;;;;
6,12E+08;0.525200430968639;;;;;
6,13E+08;0.524735772928035;;;;;
6,14E+08;0.524271879854251;;;;;
6,15E+08;0.523808750912646;;;;;
6,16E+08;0.523346385261705;;;;;
6,17E+08;0.522884782053127;;;;;
6,18E+08;0.522423940431905;;;;;
6,19E+08;0.521963859536417;;;;;
6,20E+08;0.521504538498505;;;;;
6,21E+08;0.52104597644356;;;;;
6,22E+08;0.520588172490605;;;;;
6,23E+08;0.520131125752378;;;;;
6,24E+08;0.519674835335408;;;;;
6,25E+08;0.5192193003401;;;;;
6,26E+08;0.518764519860817;;;;;
6,27E+08;0.518310492985953;;;;;
6,28E+08;0.517857218798015;;;;;
6,29E+08;0.517404696373701;;;;;
6,30E+08;0.516952924783976;;;;;
6,31E+08;0.516501903094152;;;;;
6,32E+08;0.516051630363957;;;;;
6,33E+08;0.515602105647619;;;;;
6,34E+08;0.515153327993933;;;;;
6,35E+08;0.51470529644634;;;;;
6,36E+08;0.514258010043;;;;;
6,37E+08;0.513811467816861;;;;;
6,38E+08;0.513365668795737;;;;;
6,39E+08;0.512920612002374;;;;;
6,40E+08;0.512476296454527;;;;;
6,41E+08;0.512032721165023;;;;;
6,42E+08;0.511589885141838;;;;;
6,43E+08;0.511147787388163;;;;;
6,44E+08;0.510706426902471;;;;;
6,45E+08;0.510265802678589;;;;;
6,46E+08;0.509825913705763;;;;;
6,47E+08;0.509386758968724;;;;;
6,48E+08;0.508948337447756;;;;;
6,49E+08;0.508510648118764;;;;;
6,50E+08;0.508073689953333;;;;;
6,51E+08;0.5076374619188;;;;;
6,52E+08;0.507201962978311;;;;;
6,53E+08;0.50676719209089;;;;;
6,54E+08;0.5063331482115;;;;;
6,55E+08;0.505899830291105;;;;;
6,56E+08;0.505467237276732;;;;;
6,57E+08;0.505035368111532;;;;;
6,58E+08;0.504604221734845;;;;;
6,59E+08;0.504173797082252;;;;;
6,60E+08;0.503744093085643;;;;;
6,61E+08;0.503315108673272;;;;;
6,62E+08;0.502886842769817;;;;;
6,63E+08;0.502459294296437;;;;;
6,64E+08;0.502032462170831;;;;;
6,65E+08;0.501606345307294;;;;;
6,66E+08;0.501180942616775;;;;;
6,67E+08;0.500756253006935;;;;;
6,68E+08;0.500332275382196;;;;;
6,69E+08;0.499909008643804;;;;;
6,70E+08;0.499486451689879;;;;;
6,71E+08;0.49906460341547;;;;;
6,72E+08;0.49864346271261;;;;;
6,73E+08;0.498223028470368;;;;;
6,74E+08;0.497803299574903;;;;;
6,75E+08;0.497384274909515;;;;;
6,76E+08;0.496965953354698;;;;;
6,77E+08;0.496548333788191;;;;;
6,78E+08;0.496131415085028;;;;;
6,79E+08;0.495715196117589;;;;;
6,80E+08;0.495299675755651;;;;;
6,81E+08;0.494884852866438;;;;;
6,82E+08;0.494470726314665;;;;;
6,83E+08;0.494057294962595;;;;;
6,84E+08;0.49364455767008;;;;;
6,85E+08;0.493232513294612;;;;;
6,86E+08;0.492821160691371;;;;;
6,87E+08;0.492410498713269;;;;;
6,88E+08;0.492000526211;;;;;
6,89E+08;0.491591242033082;;;;;
6,90E+08;0.491182645025907;;;;;
6,91E+08;0.490774734033784;;;;;
6,92E+08;0.490367507898982;;;;;
6,93E+08;0.489960965461778;;;;;
6,94E+08;0.4895551055605;;;;;
