"Freq [GHz]","mag(S(2,1)) [] - rhe='5.5mm'","mag(S(2,1)) [] - rhe='6mm'","mag(S(2,1)) [] - rhe='6.5mm'","mag(S(2,1)) [] - rhe='7mm'","mag(S(2,1)) [] - rhe='7.5mm'","mag(S(2,1)) [] - rhe='8mm'","mag(S(2,1)) [] - rhe='8.5mm'","mag(S(2,1)) [] - rhe='9mm'","mag(S(2,1)) [] - rhe='9.5mm'","mag(S(2,1)) [] - rhe='10mm'","mag(S(2,1)) [] - rhe='10.5mm'","mag(S(2,1)) [] - rhe='11.5mm'"
0.001,0.999999909605454,0.999999882118312,0.999999837664618,0.99999978400177,0.999999707402938,0.999999581558162,0.999999393444863,0.999999085137505,0.999998564752119,0.999997503171483,0.999994815061288,0.883493975020495
0.004002002002002,0.999999481753584,0.99999917343606,0.999998640402514,0.999997984804227,0.999996950562159,0.999995272271277,0.999992626103911,0.99998827852852,0.999980707993298,0.999965032029135,0.999925190942995,0.883478384122801
0.007004004004004,0.999998833850642,0.999997953846125,0.999996410685138,0.99999449997566,0.999991453585294,0.999986488888117,0.999978619382368,0.999965666909119,0.999943038289573,0.999896112036941,0.999776901699051,0.883444170120232
0.010006006006006,0.999997965432445,0.999996230116666,0.999993170483107,0.999989370002248,0.999983291308605,0.99997337100456,0.99995762431904,0.9999317054236,0.999886415918875,0.999792596184029,0.999555015301514,0.883391324341051
0.013008008008008,0.999996899544202,0.999994051608908,0.999989006012561,0.99998272325645,0.999972659693953,0.99995622728891,0.999930137099082,0.999887220664384,0.999812296088658,0.999657429200376,0.99926713262961,0.883319857739485
0.01601001001001,0.999995598998386,0.999991382564561,0.999983903299159,0.999974577158031,0.999959636155863,0.999935247721314,0.999896546418484,0.999832966195608,0.999722151431824,0.999493824525603,0.998921934526865,0.883229790142412
0.019012012012012,0.999994087463999,0.999988269026882,0.999977952003413,0.999965074887376,0.999944454300485,0.999910821746614,0.999857503237793,0.999770054727048,0.999617970489199,0.999305809973344,0.998529555167029,0.883121144560605
0.022014014014014,0.999992388443004,0.999984759782846,0.99997124881688,0.999954371903943,0.999927368396924,0.999883373041733,0.999813713898137,0.999699687700094,0.999501883663665,0.999097640086682,0.998100397171944,0.882993946456209
0.025016016016016,0.99999052391641,0.999980903948539,0.999963893045782,0.999942629108138,0.999908642344527,0.999853341038364,0.999765908758332,0.999623100268896,0.999376061273008,0.998873578377749,0.997644544352828,0.882848224394063
0.028018018018018,0.999988513460523,0.999976748954558,0.99995598270951,0.999930006671237,0.999888539633197,0.999821164109871,0.999714813831036,0.99954151217478,0.999242624433276,0.998637714501716,0.997171310827569,0.882684010543548
0.03102002002002,0.999986373810253,0.999972339027046,0.999947611362237,0.999916658868442,0.999867314843901,0.999787265339228,0.999661126962164,0.999456087169122,0.999103573480288,0.998393825256735,0.99668894060491,0.882501340980108
