"Freq [GHz]","mag(S(2,1)) [] - rhe='5.5mm'","mag(S(2,1)) [] - rhe='6mm'","mag(S(2,1)) [] - rhe='6.5mm'","mag(S(2,1)) [] - rhe='7mm'","mag(S(2,1)) [] - rhe='7.5mm'","mag(S(2,1)) [] - rhe='8mm'","mag(S(2,1)) [] - rhe='8.5mm'","mag(S(2,1)) [] - rhe='9mm'","mag(S(2,1)) [] - rhe='9.5mm'","mag(S(2,1)) [] - rhe='10mm'","mag(S(2,1)) [] - rhe='10.5mm'","mag(S(2,1)) [] - rhe='11.5mm'"
0.001,0.999999849850665,0.999999701821321,0.999999436954532,0.999999110151256,0.999998590939757,0.999997740311359,0.999996402117775,0.999994205242941,0.999990409247868,0.999982648339966,0.999963454253341,0.991413517850256
0.004002002002002,0.999999392217394,0.999998904604414,0.999998050234279,0.999996994625086,0.999995325610211,0.999992634572392,0.999988429242822,0.999981623890405,0.999970017374355,0.999946806008169,0.9998914002289,0.987462935092252
0.007004004004004,0.999998821015314,0.99999791890184,0.999996350952328,0.999994405904997,0.999991336697081,0.99998640129194,0.99997869264346,0.999966251660262,0.999945059349583,0.99990280597372,0.999802434573699,0.97976012118097
0.010006006006006,0.999998076829288,0.999996573179682,0.999993965296074,0.999990718799391,0.99998559701098,0.999977364202865,0.999964502032953,0.999943765321756,0.999908452626605,0.999838146127601,0.999671576200403,0.969968452372022
0.013008008008008,0.999997168813548,0.999994886079403,0.999990913318759,0.99998594954638,0.999978112774955,0.999965509919822,0.999945810265953,0.999914061680598,0.999860000425696,0.999752471057748,0.999498281636529,0.959646564058996
0.01601001001001,0.999996061462852,0.999992810995021,0.999987151947007,0.999980066964062,0.999968880460763,0.999950891729646,0.99992277545203,0.999877495432048,0.999800446007639,0.999647439561119,0.99928686604979,0.949843973702407
0.019012012012012,0.999994773783033,0.999990378169404,0.999982733740988,0.999973151491403,0.999958026706975,0.999933713948242,0.999895729194929,0.999834616338361,0.999730737710771,0.999524877325522,0.999041554911197,0.94108360353857
0.022014014014014,0.999993323607998,0.999987619166037,0.999977715465148,0.999965291051836,0.99994569082254,0.999914201967858,0.99986503737847,0.999786029717221,0.999651915060978,0.999386768411141,0.998766864493292,0.933519945273827
0.025016016016016,0.999991726609164,0.999984565261545,0.999972155579245,0.999956577436521,0.999932019301818,0.999892593563893,0.999831086081572,0.999732372806051,0.999565067040847,0.999235171859511,0.998467399201932,0.927105376447552
0.028018018018018,0.999989995851341,0.999981246196389,0.999966112052705,0.999947103034645,0.999917160767215,0.999869130807586,0.999794268465892,0.999674292906907,0.999471294068661,0.999072147879942,0.998147681787352,0.921705125035898
0.03102002002002,0.999988141777571,0.999977689325311,0.999959640615446,0.999936958086232,0.999901261611059,0.999844053016357,0.999754973331107,0.999612428457093,0.999371675621417,0.998899697017728,0.997812021636046,0.917161529549655
0.034022022022022,0.999986172472317,0.999973919147666,0.999952793489074,0.999926228549295,0.999884462495406,0.999817591004492,0.999713575759553,0.999547393689519,0.999267244506833,0.998719713598721,0.997464420726249,0.913324489434706
0.037024024024024,0.999984094065775,0.999969957157814,0.9999456185846,0.999914994597878,0.999866895762479,0.999789962735441,0.999670430011682,0.999479767099556,0.999158967968619,0.99853395306817,0.997108513302886,0.910063120785745
0.040026026026026,0.999981911177077,0.999965821937415,0.999938159112226,0.999903329708854,0.999848683721579,0.999761370342042,0.999625864617106,0.99941008357299,0.999047735183701,0.998344011721259,0.996747533650971,0.907268193083894
0.043028028028028,0.999979627332157,0.999961529410116,0.999930453525914,0.999891300256545,0.999829937716653,0.999731998382544,0.999580179448583,0.999338829776263,0.998934350307472,0.998151316735923,0.996384305987941,0.904850596583081
0.04603003003003,0.999977245323377,0.999957093188609,0.999922535717957,0.999878965514382,0.999810757842665,0.999702013140023,0.999533644470663,0.999266442265473,0.998819530026995,0.99795712425662,0.99602125091207,0.902738450309305
0.049032032032032,0.999974767499731,0.99995252495875,0.99991443538254,0.999866377958566,0.99979123316517,0.999671562746649,0.999486499813924,0.999193307719134,0.998703904549499,0.997762523403331,0.995660403618115,0.900874036454844
0.052034034034034,0.999972195989382,0.999947834861048,0.999906178477932,0.99985358377556,0.999771442300811,0.999640777914813,0.99943895682768,0.999119764717892,0.998588021033044,0.997568444365321,0.995303439958237,0.899211035583716
0.055036036036036,0.999969532862825,0.999943031843901,0.999897787730841,0.999840623488724,0.999751454230988,0.999609773076029,0.999391199795137,0.999046106557641,0.998472348609343,0.997375669085742,0.994951707246812,0.897712204416036
0.058038038038038,0.999966780247201,0.999938123974251,0.999889283140799,0.999827532635928,0.999731329241669,0.999578647758012,0.999343388042591,0.998972584669005,0.998357284316736,0.997184843386126,0.994606257424421,0.89634749460875
0.06104004004004,0.999963940402252,0.999933118699638,0.999880682455528,0.999814342446714,0.999711119905014,0.999547488063994,0.999295658228307,0.99889941230929,0.998243159427312,0.99699648968354,0.99426788079626,0.895092557635741
0.064042042042042,0.999961015767144,0.999928023061214,0.999872001599214,0.999801080482899,0.999690872040434,0.999516368151789,0.999248126649994,0.998826768281392,0.998130245800039,0.996811019703147,0.993937139050557,0.893927568027765
0.067044044044044,0.999958008985782,0.999922843860758,0.999863255044134,0.999787771219439,0.999670625612185,0.999485351640333,0.999200891457707,0.99875480051128,0.998018762014194,0.996628746784132,0.993614396657099,0.892836301036032
0.070046046046046,0.999954922916603,0.999917587786533,0.999854456122378,0.999774436552701,0.999650415536768,0.999454492897035,0.999154034699366,0.998683629378726,0.997908879132749,0.996449897523244,0.993299850058898,0.891805410234876
0.0730480480480481,0.999951760631415,0.999912261503574,0.999845617278698,0.999761096230983,0.999630272386125,0.999423838179734,0.999107624158156,0.998613350744576,0.997800726015782,0.996274622606426,0.992993554314267,0.890823860891924
0.0760500500500501,0.999948525406661,0.999906871714039,0.999836750268217,0.999747768207676,0.999610222982138,0.999393426622653,0.999061714965212,0.998544038653435,0.997694394153317,0.9961030067539,0.992695447033116,0.889882484238741
0.0790520520520521,0.999945220709576,0.999901425192835,0.999827866304282,0.999734468921018,0.999590290884585,0.999363291066877,0.999016350988236,0.99847574771499,0.997589942019548,0.995935077755735,0.992405369589914,0.888973625518254
0.0820540540540541,0.999941850180972,0.999895928803191,0.999818976162396,0.999721213506662,0.999570496779155,0.99933345874347,0.998971566008117,0.998408515182762,0.997487398970378,0.995770814609534,0.99212308569489,0.88809086486829
0.0850560560560561,0.999938417615899,0.999890389496167,0.999810090246277,0.99970801595035,0.999550858774719,0.999303951822002,0.998927384702587,0.998342362757886,0.997386768717178,0.995610154794381,0.991848297472293,0.887228794927113
0.0880580580580581,0.999934926943003,0.999884814297443,0.999801218621795,0.999694889188382,0.999531392620369,0.99927478783976,0.998883823459483,0.998277298149437,0.99728803241448,0.995453000729276,0.991580659236496,0.886382842767348
0.0910600600600601,0.999931382203161,0.999879210284134,0.999792371024098,0.999681845163435,0.999512111853119,0.999245980027802,0.998840891043299,0.998213316423496,0.99719115140023,0.995299225472316,0.99131978917929,0.88554912661383
0.0940620620620621,0.999927787527742,0.999873584553863,0.999783556842619,0.999668894842811,0.999493027886869,0.999217537549875,0.998798589138193,0.998150401171662,0.997096069625705,0.99514867772089,0.991065279189606,0.884724339976693
0.0970640640640641,0.999924147116749,0.999867944187857,0.999774785088098,0.999656048205599,0.999474150052596,0.999189465669297,0.998756912789032,0.998088525526981,0.997002715809471,0.995001186174291,0.990816703024467,0.883905657491941
0.100066066066066,0.999920481812196,0.999862332671185,0.999766136525185,0.999643432274382,0.999455676632621,0.999162073807898,0.998716341626675,0.99802843701815,0.996910949178832,0.994856452393003,0.99057340881163,0.883090657291078
0.103068068068068,0.999917492526105,0.999858282281119,0.999760644714526,0.999636014616064,0.999445654294191,0.999148349036639,0.998697603783287,0.998003286105439,0.996817718407815,0.994708908988059,0.990325119985153,0.882277229396094
0.10607007007007,0.999914420275882,0.999854119327065,0.999754999840255,0.999628389429998,0.99943534995465,0.999134234676542,0.998678327029439,0.997977395692031,0.996725011220096,0.994562883123683,0.990080599033433,0.881463617956473
0.109072072072072,0.999911265528568,0.999849844427246,0.999749202700994,0.999620557726267,0.999424764841935,0.999119732121749,0.998658512685562,0.997950766233226,0.996632847196946,0.994418349659738,0.989839675238499,0.880648278389747
0.112074074074074,0.999908028764049,0.999845458216664,0.999743254116835,0.999612520542019,0.999413900217062,0.999104842804953,0.998638162112278,0.9979233982135,0.996541237743363,0.994275272338316,0.989602167527101,0.879829876558281
0.115076076076076,0.999904710475008,0.999840961347012,0.999737154929209,0.999604278941307,0.999402757373939,0.999089568197268,0.998617276710571,0.997895292147767,0.996450187056421,0.994133605666338,0.98936788774341,0.879007258867675
0.118078078078078,0.999901311166875,0.9998363544866,0.999730906000765,0.99959583401492,0.999391337639182,0.999073909808106,0.998595857921968,0.997866448582651,0.996359693023783,0.993993296592036,0.989136643410631,0.878179427192932
0.12108008008008,0.999897831357776,0.999831638320259,0.999724508215238,0.999587186880216,0.99937964237192,0.999057869185037,0.99857390722871,0.997836868097785,0.996269748051781,0.993854285988579,0.988908240041804,0.877345517769315
0.124082082082082,0.999894271578483,0.999826813549258,0.999717962477321,0.99957833868095,0.999367672963603,0.999041447913656,0.998551426153934,0.997806551307124,0.996180339823888,0.993716509959124,0.988682483055784,0.876504783352571
0.127084084084084,0.999890632372357,0.999821880891212,0.999711269712525,0.99956929058709,0.999355430837797,0.999024647617439,0.99852841626185,0.997775498860278,0.996091451991466,0.993579900977999,0.988459179349754,0.875656578085917
0.130086086086086,0.999886914295296,0.99981684107999,0.999704430867044,0.999560043794641,0.999342917449982,0.9990074699576,0.99850487915793,0.997743711443853,0.996003064799472,0.993444388882707,0.988238138574741,0.87480034461669
0.133088088088088,0.999883117915675,0.999811694865617,0.999697446907611,0.999550599525454,0.999330134287338,0.998989916632943,0.998480816489078,0.997711189782816,0.995915155650386,0.993309901731066,0.988019174155818,0.873935603089779
0.13609009009009,0.999879243814291,0.999806443014178,0.999690318821356,0.999540959027039,0.999317082868536,0.998971989379707,0.998456229943824,0.997677934641865,0.995827699609988,0.993176366537201,0.987802104094085,0.87306194171244
0.139092092092092,0.999875292584304,0.999801086307722,0.999683047615656,0.999531123572369,0.999303764743512,0.998953689971414,0.998431121252501,0.997643946826821,0.99574066985885,0.993043709899295,0.98758675158314,0.872179008639446
0.142094094094094,0.999871264831174,0.999795625544154,0.999675634317985,0.999521094459687,0.999290181493251,0.998935020218707,0.99840549218743,0.997609227186016,0.995654038093505,0.992911858531183,0.987372945468757,0.871286504971366
0.145096096096096,0.999867161172598,0.999790061537139,0.999668079975761,0.999510873012295,0.999276334729551,0.998915981969185,0.998379344563102,0.997573776611702,0.995567774881253,0.992780739708896,0.987160520576807,0.870384178694426
0.148098098098098,0.999862982238452,0.999784395115986,0.999660385656189,0.999500460578356,0.999262226094796,0.998896577107239,0.998352680236362,0.997537596041468,0.995481849972502,0.992650281642357,0.986949317931167,0.869471819419351
0.1511001001001,0.999858728670719,0.999778627125549,0.999652552446098,0.999489858530682,0.99924785726172,0.998876807553879,0.998325501106593,0.997500686459656,0.995396232574388,0.992520413781469,0.986739184880349,0.868549253800286
0.154102102102102,0.999854401123428,0.999772758426114,0.999644581451785,0.999479068266519,0.999233229933159,0.998856675266557,0.998297809115894,0.99746304889879,0.995310891589293,0.992391067064976,0.986529975149002,0.867616341534336
0.157104104104104,0.999850000262581,0.999766789893284,0.999636473798842,0.999468091207332,0.999218345841814,0.998836182238993,0.998269606249261,0.997424684441006,0.995225795821627,0.992262174119583,0.986321548828088,0.866672971858232
0.160106106106106,0.99984552676609,0.999760722417868,0.999628230631994,0.999456928798585,0.999203206749995,0.998815330500986,0.998240894534767,0.997385594219482,0.99514091415607,0.992133669416045,0.986113772315495,0.865719060471854
0.163108108108108,0.9998409813237,0.99975455690576,0.99961985311492,0.999445582509512,0.99918781444937,0.998794122118232,0.99821167604374,0.997345779419883,0.995056215710238,0.992005489388193,0.985906518217096,0.864754546829252
0.16611011011011,0.99983636463692,0.999748294277827,0.999611342430087,0.999434053832894,0.999172170760706,0.998772559192132,0.998181952890936,0.997305241281785,0.994971669964489,0.991877572520178,0.985699665216681,0.863779391746937
