"Freq [GHz]","dB(S(1,1)) []"
0.1,-42.5444426579555
0.132222222222222,-40.191755423955
0.164444444444444,-38.3914969019927
0.196666666666667,-36.9522759173506
0.228888888888889,-35.7707676047591
0.261111111111111,-34.7849511157819
0.293333333333333,-33.9548101145625
0.325555555555556,-33.2531662698354
0.357777777777778,-32.6608689755504
0.39,-32.1640764163256
0.422222222222222,-31.7526291868978
0.454444444444444,-31.4190348256352
0.486666666666667,-31.1578142672116
0.518888888888889,-30.9650743834217
0.551111111111111,-30.8382296320676
0.583333333333333,-30.7758284198662
0.615555555555556,-30.777459116155
0.647777777777778,-30.843723233994
0.68,-30.9762727129759
0.712222222222222,-31.1779168403148
0.744444444444444,-31.4528141774478
0.776666666666667,-31.8067784281391
0.808888888888889,-32.2477484909759
0.841111111111111,-32.7865093809837
0.873333333333333,-33.4378172386505
0.905555555555556,-34.2222107649662
0.937777777777778,-35.1690591283733
0.97,-36.3219962184566
1.00222222222222,-37.7522888081465
1.03444444444444,-39.6059851808141
1.06666666666667,-42.0585353259376
1.09888888888889,-45.6009493148099
1.13111111111111,-51.6792719950137
1.16333333333333,-58.7477545401913
1.19555555555556,-49.1184731603401
1.22777777777778,-43.9449702922513
1.26,-40.6593698862189
1.29222222222222,-38.2698347403467
1.32444444444444,-36.4056537336767
1.35666666666667,-34.8904836963792
1.38888888888889,-33.627013618158
1.42111111111111,-32.5559373908333
1.45333333333333,-31.6384407415243
1.48555555555556,-30.8477242992376
1.51777777777778,-30.1645105141487
1.55,-29.5744958520015
1.58222222222222,-29.0668307045898
1.61444444444444,-28.633177263291
1.64666666666667,-28.2671094396681
1.67888888888889,-27.9637242716438
1.71111111111111,-27.7193895955233
1.74333333333333,-27.5315835578083
1.77555555555556,-27.3987996708815
1.80777777777778,-27.3205025043219
1.84,-27.297126925039
1.87222222222222,-27.330119950745
1.90444444444444,-27.4220301178357
1.93666666666667,-27.5766560580202
1.96888888888889,-27.79927532887
2.00111111111111,-28.0969889560503
2.03333333333333,-28.4792410761601
2.06555555555556,-28.958615118324
2.09777777777778,-29.5520858202639
2.13,-30.2830587940746
2.16222222222222,-31.1848473107215
2.19444444444444,-32.3069506935733
2.22666666666667,-33.7272547976512
2.25888888888889,-35.5780638800666
2.29111111111111,-38.1083812185002
2.32333333333333,-41.8462883883646
2.35555555555556,-47.6125055401212
2.38777777777778,-47.3518185307819
2.42,-41.1847281172757
2.45222222222222,-37.044583812254
2.48444444444444,-34.1026977827864
2.51666666666667,-31.8333913604129
2.54888888888889,-29.9880913999926
2.58111111111111,-28.4342095697959
2.61333333333333,-27.0933534165635
2.64555555555556,-25.9154725229328
2.67777777777778,-24.8667262358232
2.71,-23.9232291637719
2.74222222222222,-23.0675771238211
2.77444444444444,-22.2867981627386
2.80666666666667,-21.5710825081599
2.83888888888889,-20.9129606733424
2.87111111111111,-20.3067498357591
2.90333333333333,-19.748165375905
2.93555555555556,-19.2340356322677
2.96777777777778,-18.7620811180647
3,-18.3307332194373
